# Loja
# 0 = armia
# 1 = arzan
# 2 = erion
# 3 = karden
# 5 = noatun

#loja, index, avaible, price, loop, item info
1, 8, -1, 1000, 1, 3202, 61, 10, 0, 0, 0, 0
1, 9, -1, 1000, 1, 3203, 61, 20, 0, 0, 0, 0
1, 10, -1, 1000, 1, 3204, 61, 10, 0, 0, 0, 0
1, 11, -1, 1000, 1, 3205, 61, 10, 0, 0, 0, 0
1, 12, -1, 400, 1, 4616, 0, 0, 0, 0, 0, 0
1, 13, -1, 700, 1, 4617, 0, 0, 0, 0, 0, 0
1, 14, -1, 1300, 1, 4618, 0, 0, 0, 0, 0, 0
1, 15, -1, 400, 1, 3211, 0, 0, 0, 0, 0, 0
1, 16, -1, 1300, 1, 4130, 0, 0, 0, 0, 0, 0
2, 0, -1, 800, 1, 3379, 0, 0, 0, 0, 0, 0
2, 1, -1, 800, 1, 3361, 0, 0, 0, 0, 0, 0
2, 2, -1, 700, 1, 3901, 0, 0, 0, 0, 0, 0
2, 3, -1, 500, 1, 3417, 0, 0, 0, 0, 0, 0
2, 4, -1, 200, 1, 3397, 0, 0, 0, 0, 0, 0
2, 5, -1, 200, 1, 3398, 0, 0, 0, 0, 0, 0
2, 6, -1, 200, 1, 3399, 0, 0, 0, 0, 0, 0
2, 7, -1, 200, 1, 3400, 0, 0, 0, 0, 0, 0
2, 8, -1, 200, 1, 3401, 0, 0, 0, 0, 0, 0
2, 9, -1, 200, 1, 3402, 0, 0, 0, 0, 0, 0
2, 10, -1, 200, 1, 3403, 0, 0, 0, 0, 0, 0
2, 11, -1, 200, 1, 3404, 0, 0, 0, 0, 0, 0
2, 12, -1, 200, 1, 3405, 0, 0, 0, 0, 0, 0
2, 13, -1, 200, 1, 3406, 0, 0, 0, 0, 0, 0
2, 14, -1, 1500, 1, 774, 0, 0, 0, 0, 0, 0
2, 15, -1, 1500, 1, 775, 0, 0, 0, 0, 0, 0
2, 16, -1, 50, 1, 3430, 61, 100, 0, 0, 0, 0
2, 17, -1, 50, 1, 3429, 61, 100, 0, 0, 0, 0
2, 18, -1, 200, 1, 2426, 61, 100, 0, 0, 0, 0
2, 19, -1, 300, 1, 3438, 0, 0, 0, 0, 0, 0
2, 20, -1, 600, 1, 3344, 0, 0, 0, 0, 0, 0
2, 21, -1, 1200, 1, 3345, 0, 0, 0, 0, 0, 0
2, 22, -1, 1500, 1, 3346, 0, 0, 0, 0, 0, 0
2, 23, -1, 1500, 1, 3347, 0, 0, 0, 0, 0, 0
2, 24, -1, 2000, 1, 3348, 0, 0, 0, 0, 0, 0
2, 25, -1, 200, 1, 3210, 0, 0, 0, 0, 0, 0
2, 26, -1, 600, 1, 4899, 0, 0, 0, 0, 0, 0
3, 0, -1, 3000, 1, 3485, 0, 0, 0, 0, 0, 0
3, 1, -1, 600, 1, 3482, 0, 0, 0, 0, 0, 0
3, 2, -1, 800, 1, 3480, 0, 0, 0, 0, 0, 0
3, 3, -1, 400, 1, 3481, 0, 0, 0, 0, 0, 0
3, 4, -1, 2000, 1, 4235, 0, 0, 0, 0, 0, 0
3, 5, -1, 2000, 1, 4236, 0, 0, 0, 0, 0, 0
3, 6, -1, 2000, 1, 4237, 0, 0, 0, 0, 0, 0
3, 7, -1, 2000, 1, 4177, 0, 0, 0, 0, 0, 0
3, 8, -1, 1500, 1, 4178, 0, 0, 0, 0, 0, 0
3, 9, -1, 1500, 1, 4184, 0, 0, 0, 0, 0, 0
3, 10, -1, 1500, 1, 4166, 0, 0, 0, 0, 0, 0
3, 11, -1, 1500, 1, 4165, 0, 0, 0, 0, 0, 0
3, 12, -1, 1500, 1, 4154, 0, 0, 0, 0, 0, 0
3, 13, -1, 1500, 1, 4175, 0, 0, 0, 0, 0, 0
3, 14, -1, 1500, 1, 4174, 0, 0, 0, 0, 0, 0
3, 15, -1, 1500, 1, 4157, 0, 0, 0, 0, 0, 0
3, 16, -1, 1500, 1, 4158, 0, 0, 0, 0, 0, 0
3, 17, -1, 1500, 1, 4171, 0, 0, 0, 0, 0, 0
3, 18, -1, 1500, 1, 4172, 0, 0, 0, 0, 0, 0
3, 19, -1, 1500, 1, 4164, 0, 0, 0, 0, 0, 0
3, 20, -1, 1500, 1, 4163, 0, 0, 0, 0, 0, 0
3, 21, -1, 1500, 1, 4183, 0, 0, 0, 0, 0, 0
3, 22, -1, 1500, 1, 4180, 0, 0, 0, 0, 0, 0
3, 23, -1, 1500, 1, 4151, 0, 0, 0, 0, 0, 0
3, 24, -1, 1500, 1, 4169, 0, 0, 0, 0, 0, 0
3, 25, -1, 1500, 1, 4182, 0, 0, 0, 0, 0, 0
3, 26, -1, 1500, 1, 4181, 0, 0, 0, 0, 0, 0
